Rider_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator
RID-0200,Kamukunji,-1.3047718221430182,36.822928213655686,83.0,790.0,0.266,1.34,524.0,317.0,450.0,207.0,0.0399,0
RID-0201,Makadara,-1.2964021169769304,36.88784004572689,84.0,1273.0,0.309,2.51,530.0,321.0,450.0,209.0,0.0159,0
RID-0202,Dagoretti,-1.2746336678799537,36.71258998792754,99.1,1328.0,0.154,3.87,616.0,377.0,450.0,240.0,0.0099,0
RID-0203,Lang'ata,-1.369792562731407,36.788815423759765,91.0,1630.0,0.13,7.87,570.0,347.0,450.0,223.0,0.0143,0
RID-0204,Embakasi,-1.3296497478707663,36.895507337000055,84.3,775.0,0.313,1.3,532.0,322.0,450.0,210.0,0.0501,0
RID-0205,Starehe,-1.2639989580195088,36.80563311090273,55.2,1049.0,0.139,0.18,365.0,214.0,450.0,151.0,0.0078,0
RID-0206,Westlands,-1.2628924898770808,36.773319490101635,65.6,584.0,0.344,2.98,425.0,253.0,450.0,172.0,0.181,1
RID-0207,Dagoretti,-1.3050273528790242,36.75039563868285,78.2,1111.0,0.311,1.41,497.0,299.0,450.0,197.0,0.0187,0
RID-0208,Makadara,-1.3318598746706334,36.868809494759205,81.4,890.0,0.225,0.69,515.0,311.0,450.0,204.0,0.0197,0
RID-0209,Westlands,-1.2653927559785336,36.81104979908834,63.0,1385.0,0.345,0.8,410.0,243.0,450.0,167.0,0.008,0
RID-0210,Lang'ata,-1.3455217173187068,36.79728280859948,116.2,845.0,0.124,5.69,714.0,440.0,450.0,274.0,0.0668,0
RID-0211,Starehe,-1.2724955099470419,36.816411889177495,102.7,662.0,0.176,1.67,637.0,390.0,450.0,247.0,0.0407,0
RID-0212,Makadara,-1.2975540499393543,36.87086596058073,89.0,906.0,0.26,2.58,559.0,339.0,450.0,219.0,0.0401,0
RID-0213,Makadara,-1.299022798593486,36.86081183382408,81.1,605.0,0.188,2.27,513.0,310.0,450.0,203.0,0.0689,0
RID-0214,Kibra,-1.329039833756135,36.77174198164898,76.8,1150.0,0.332,3.12,489.0,294.0,450.0,195.0,0.0329,0
RID-0215,Makadara,-1.328052105435994,36.894991534863735,65.7,587.0,0.116,1.44,426.0,253.0,450.0,172.0,0.0439,0
RID-0216,Kibra,-1.3398772647078256,36.77114189604408,81.2,1006.0,0.237,4.32,514.0,310.0,450.0,203.0,0.05,1
RID-0217,Kasarani,-1.234368145311384,36.917898487538885,83.9,584.0,0.248,3.91,529.0,320.0,450.0,209.0,0.1531,0
RID-0218,Kamukunji,-1.2908989935658404,36.86995484145347,61.4,936.0,0.263,3.28,401.0,237.0,450.0,164.0,0.0536,0
RID-0219,Makadara,-1.3134698124848774,36.86557988324448,85.0,1329.0,0.164,0.73,536.0,325.0,450.0,211.0,0.0037,0
RID-0220,Njiru,-1.2667069410651952,36.982902982555466,77.7,1072.0,0.191,9.82,494.0,297.0,450.0,196.0,0.1937,1
RID-0221,Makadara,-1.3237519683805903,36.86619641420454,51.4,827.0,0.311,0.44,344.0,200.0,450.0,143.0,0.0372,0
RID-0222,Starehe,-1.2623244623813579,36.833275981949036,67.1,994.0,0.149,2.84,433.0,258.0,450.0,175.0,0.0229,0
RID-0223,Dagoretti,-1.296705753177554,36.74140358600533,73.8,1004.0,0.307,0.96,472.0,283.0,450.0,189.0,0.0226,0
RID-0224,Kasarani,-1.2191237705604179,36.89705995996743,108.3,1095.0,0.241,1.38,669.0,411.0,450.0,258.0,0.0123,0
RID-0225,Kibra,-1.2957224176641018,36.829210460031824,88.3,727.0,0.291,1.22,555.0,337.0,450.0,218.0,0.0504,0
RID-0226,Kibra,-1.3261498357001567,36.757603940408416,60.0,1119.0,0.278,2.95,393.0,232.0,450.0,161.0,0.0294,0
RID-0227,Embakasi,-1.311765640967025,36.951594186753084,87.3,459.0,0.152,7.5,549.0,333.0,450.0,216.0,0.3777,1
RID-0228,Kasarani,-1.2360734913593945,36.93278233610888,56.8,874.0,0.242,5.54,375.0,220.0,450.0,154.0,0.124,0
RID-0229,Embakasi,-1.2764459837184712,36.888928235165835,96.2,902.0,0.317,0.69,600.0,366.0,450.0,234.0,0.0265,0
RID-0230,Makadara,-1.2886203384162946,36.89256793246257,72.9,1127.0,0.208,1.54,467.0,280.0,450.0,187.0,0.0122,0
RID-0231,Kamukunji,-1.2925825548197496,36.84092839279795,78.6,1005.0,0.342,1.53,499.0,301.0,450.0,198.0,0.0311,0
RID-0232,Mathare,-1.271633618278973,36.84470486538614,99.9,719.0,0.213,3.86,621.0,380.0,450.0,241.0,0.0838,0
RID-0233,Starehe,-1.28798555090132,36.80052119466476,60.7,803.0,0.136,0.71,397.0,235.0,450.0,162.0,0.0196,0
RID-0234,Mathare,-1.2593183306348155,36.849600535378826,59.0,1040.0,0.197,3.9,387.0,228.0,450.0,159.0,0.0366,0
RID-0235,Lang'ata,-1.345324281764185,36.73888208707593,71.2,984.0,0.338,3.08,457.0,274.0,450.0,184.0,0.0569,0
RID-0236,Makadara,-1.2933823953557109,36.876670579232176,95.6,884.0,0.18,2.89,596.0,364.0,450.0,233.0,0.0326,0
RID-0237,Kibra,-1.3548747128514291,36.79248113139695,57.2,904.0,0.317,6.41,377.0,222.0,450.0,155.0,0.1961,1
RID-0238,Westlands,-1.240446620150534,36.77580717962617,37.5,1139.0,0.32,3.13,264.0,149.0,450.0,116.0,0.0393,0
RID-0239,Makadara,-1.266548552263246,36.86838038018732,73.2,896.0,0.188,3.1,468.0,281.0,450.0,188.0,0.0389,0
RID-0240,Lang'ata,-1.3641002371151683,36.76888461844685,88.3,982.0,0.121,6.96,554.0,337.0,450.0,218.0,0.0753,0
RID-0241,Embakasi,-1.2988334617495656,36.90152010782825,98.0,1434.0,0.281,2.75,610.0,373.0,450.0,237.0,0.0085,0
RID-0242,Embakasi,-1.2992248801510726,36.88158652813841,73.1,715.0,0.178,2.96,467.0,280.0,450.0,187.0,0.0617,0
RID-0243,Embakasi,-1.3066127835192785,36.8717257100619,73.8,630.0,0.296,1.67,472.0,283.0,450.0,189.0,0.0853,0
RID-0244,Kasarani,-1.222224521226974,36.8819218471707,97.3,1157.0,0.211,0.34,606.0,370.0,450.0,236.0,0.0065,0
RID-0245,Westlands,-1.2797105988517952,36.82472186350421,52.0,864.0,0.221,2.89,347.0,202.0,450.0,145.0,0.0512,0
RID-0246,Embakasi,-1.2881737975881147,36.91218276241814,74.2,936.0,0.294,2.41,474.0,284.0,450.0,189.0,0.043,0
RID-0247,Mathare,-1.2818462552934515,36.858671831006106,82.9,844.0,0.196,3.68,523.0,317.0,450.0,207.0,0.0547,1
RID-0248,Embakasi,-1.2857380460004164,36.9028343382728,86.7,948.0,0.211,1.48,546.0,331.0,450.0,215.0,0.0197,0
RID-0249,Embakasi,-1.2636134092003661,36.907866356787885,72.4,1320.0,0.194,1.91,463.0,278.0,450.0,186.0,0.0071,0
RID-0250,Njiru,-1.2461590176701993,36.933817670715946,80.5,1160.0,0.192,5.38,510.0,308.0,450.0,202.0,0.0365,0
RID-0251,Kibra,-1.3123291819043543,36.781950603272385,42.7,1172.0,0.231,1.68,294.0,168.0,450.0,126.0,0.0142,0
RID-0252,Kasarani,-1.2058378264662282,36.91913404633589,70.1,717.0,0.302,4.2,451.0,269.0,450.0,181.0,0.1522,1
RID-0253,Njiru,-1.265719789210159,36.913375340928845,86.8,770.0,0.19,2.29,546.0,331.0,450.0,215.0,0.0414,0
RID-0254,Kasarani,-1.2567241074620659,36.91015982653825,65.3,432.0,0.231,2.64,423.0,251.0,450.0,171.0,0.1614,0
RID-0255,Lang'ata,-1.3720673321234775,36.72694218814095,80.9,838.0,0.268,5.29,512.0,309.0,450.0,203.0,0.1264,0
RID-0256,Starehe,-1.2672284279093806,36.87485999034866,86.7,1191.0,0.167,2.4,545.0,331.0,450.0,215.0,0.0104,0
RID-0257,Embakasi,-1.3101214182307979,36.91676981548903,74.9,1103.0,0.169,4.46,478.0,287.0,450.0,191.0,0.0298,0
RID-0258,Makadara,-1.2983634128290487,36.85802220693618,82.6,956.0,0.333,2.1,522.0,315.0,450.0,206.0,0.0415,0
RID-0259,Starehe,-1.2566184703402445,36.81919450911623,65.6,996.0,0.281,1.79,425.0,253.0,450.0,172.0,0.0286,0
RID-0260,Dagoretti,-1.287652153718562,36.75043395612392,76.9,862.0,0.244,1.88,489.0,295.0,450.0,195.0,0.036,0
RID-0261,Starehe,-1.2883618090728608,36.844840846990735,89.2,1041.0,0.262,2.15,559.0,340.0,450.0,220.0,0.023,0
RID-0262,Embakasi,-1.3134991951339083,36.884885096810144,82.4,1153.0,0.107,2.33,521.0,315.0,450.0,206.0,0.0089,0
RID-0263,Dagoretti,-1.282269803128592,36.72603064036418,71.2,677.0,0.255,2.46,457.0,273.0,450.0,183.0,0.0818,0
RID-0264,Starehe,-1.2744363768526172,36.824817620067115,83.4,1060.0,0.227,2.59,526.0,318.0,450.0,208.0,0.0223,0
RID-0265,Njiru,-1.2282820886833685,36.9494939646576,90.7,1186.0,0.236,7.2,568.0,346.0,450.0,223.0,0.0712,0
RID-0266,Kamukunji,-1.2855005391749028,36.86135532598401,49.3,917.0,0.19,3.46,331.0,192.0,450.0,139.0,0.0467,0
RID-0267,Makadara,-1.2721958490196539,36.87115620612704,97.4,1140.0,0.12,2.67,606.0,370.0,450.0,236.0,0.0103,0
RID-0268,Makadara,-1.2997929476031325,36.83376327535299,75.0,1563.0,0.148,0.6,478.0,287.0,450.0,191.0,0.0017,0
RID-0269,Kasarani,-1.2413022732615073,36.89389550591291,86.4,979.0,0.338,2.36,544.0,330.0,450.0,214.0,0.0422,0
RID-0270,Kibra,-1.3271902440431855,36.78126057394029,98.0,1079.0,0.202,3.09,610.0,372.0,450.0,237.0,0.0208,0
RID-0271,Kamukunji,-1.2838670015020577,36.855593855087136,59.4,852.0,0.217,3.28,390.0,230.0,450.0,160.0,0.0571,0
RID-0272,Kamukunji,-1.2864099755611818,36.854730032876525,69.4,1036.0,0.113,3.01,446.0,267.0,450.0,180.0,0.018,0
RID-0273,Njiru,-1.2487105117037975,36.90049066867292,75.7,1092.0,0.109,2.99,482.0,290.0,450.0,192.0,0.0142,0
RID-0274,Embakasi,-1.328786707876375,36.89711824888557,68.2,1039.0,0.279,1.48,440.0,263.0,450.0,177.0,0.022,0
RID-0275,Starehe,-1.299193894856822,36.836998574599924,106.0,796.0,0.235,0.68,656.0,402.0,450.0,254.0,0.0244,0
RID-0276,Mathare,-1.229384983353126,36.889375237033946,67.1,1041.0,0.227,0.95,434.0,258.0,450.0,175.0,0.0146,0
RID-0277,Kamukunji,-1.289268857418604,36.874814522737,71.7,1292.0,0.161,2.75,460.0,275.0,450.0,184.0,0.0089,0
RID-0278,Makadara,-1.2970266508559578,36.85325828057764,83.1,1090.0,0.286,1.9,525.0,317.0,450.0,207.0,0.0208,0
RID-0279,Makadara,-1.3122680532708189,36.85395060627024,62.0,1192.0,0.142,1.0,404.0,239.0,450.0,165.0,0.0064,0
RID-0280,Kamukunji,-1.2927635363708245,36.84840832444751,74.1,953.0,0.147,2.02,473.0,284.0,450.0,189.0,0.0189,0
RID-0281,Embakasi,-1.3067885203790028,36.900060920403064,84.8,1150.0,0.215,3.58,534.0,324.0,450.0,211.0,0.0222,0
RID-0282,Kasarani,-1.211261236605073,36.923812925495724,75.0,1056.0,0.172,4.48,479.0,288.0,450.0,191.0,0.035,0
RID-0283,Kasarani,-1.2010089172911735,36.870302040631,78.6,810.0,0.162,2.85,499.0,301.0,450.0,198.0,0.0406,0
RID-0284,Dagoretti,-1.3440784226980391,36.76268639822479,72.1,1064.0,0.261,4.9,462.0,277.0,450.0,185.0,0.0587,0
RID-0285,Starehe,-1.3023375739683083,36.82050469196215,57.3,802.0,0.263,1.64,377.0,222.0,450.0,155.0,0.0475,0
RID-0286,Westlands,-1.2884022605211871,36.763960391248396,84.8,873.0,0.306,1.31,535.0,324.0,450.0,211.0,0.036,0
RID-0287,Mathare,-1.2491707454359042,36.88018310320606,106.3,1038.0,0.204,3.07,658.0,403.0,450.0,254.0,0.0227,0
RID-0288,Starehe,-1.2865302080145342,36.773179154157106,80.3,1059.0,0.118,1.61,509.0,307.0,450.0,202.0,0.01,0
RID-0289,Kibra,-1.3259248889650497,36.792836080108046,83.4,762.0,0.168,3.61,526.0,319.0,450.0,208.0,0.0608,0
RID-0290,Starehe,-1.3045782313754826,36.828667198395586,90.4,1211.0,0.345,0.71,567.0,344.0,450.0,222.0,0.0118,0
RID-0291,Westlands,-1.2653061969834598,36.81158582999202,61.0,1114.0,0.249,0.86,398.0,236.0,450.0,163.0,0.0127,0
RID-0292,Westlands,-1.2626083926317169,36.780538621182366,105.5,859.0,0.277,2.18,653.0,400.0,450.0,253.0,0.0403,0
RID-0293,Njiru,-1.2260685699667102,36.93682940853946,83.0,692.0,0.102,5.78,524.0,317.0,450.0,207.0,0.1138,0
RID-0294,Kasarani,-1.2205460907901986,36.88133464081854,104.5,971.0,0.23,0.44,647.0,397.0,450.0,250.0,0.0128,0
RID-0295,Dagoretti,-1.3018656450238302,36.726303945719465,69.0,911.0,0.109,0.97,444.0,265.0,450.0,179.0,0.013,0
RID-0296,Starehe,-1.2784589211984683,36.85923416960285,107.3,1023.0,0.242,3.99,663.0,407.0,450.0,256.0,0.0383,0
RID-0297,Kamukunji,-1.312438022858627,36.81272877204246,91.6,927.0,0.33,2.33,574.0,349.0,450.0,225.0,0.0463,0
RID-0298,Kibra,-1.2855765934501278,36.78081352645696,88.3,599.0,0.342,1.98,555.0,337.0,450.0,218.0,0.1162,0
RID-0299,Starehe,-1.2883814547731982,36.84579809374792,83.5,922.0,0.235,2.2,527.0,319.0,450.0,208.0,0.031,0
RID-0300,Dagoretti,-1.305112310794737,36.78052019427094,76.3,939.0,0.215,1.05,486.0,292.0,450.0,194.0,0.0188,0
RID-0301,Westlands,-1.2514414825732145,36.79024177183708,98.0,1127.0,0.336,1.5,610.0,373.0,450.0,237.0,0.0187,0
RID-0302,Starehe,-1.2318538357346898,36.81288570153993,82.1,860.0,0.268,0.42,519.0,314.0,450.0,205.0,0.0239,0
RID-0303,Starehe,-1.2601580925598137,36.83098585160813,50.5,1336.0,0.116,2.5,339.0,197.0,450.0,142.0,0.0065,0
RID-0304,Makadara,-1.2739651742120242,36.891230223934535,63.2,618.0,0.216,0.43,411.0,244.0,450.0,167.0,0.0444,0
RID-0305,Makadara,-1.2993599170186847,36.844931642593075,77.2,1262.0,0.16,1.27,491.0,296.0,450.0,196.0,0.0057,0
RID-0306,Embakasi,-1.3008005571412178,36.88644569260496,84.6,955.0,0.217,3.02,534.0,323.0,450.0,211.0,0.034,0
RID-0307,Starehe,-1.2347322550494675,36.82773070662166,79.2,1172.0,0.214,1.07,502.0,303.0,450.0,199.0,0.0089,0
RID-0308,Kasarani,-1.227306431026242,36.903693606117294,98.3,1016.0,0.246,2.16,612.0,374.0,450.0,238.0,0.0222,0
RID-0309,Kamukunji,-1.311942525790594,36.82556771922979,50.7,1228.0,0.189,1.3,340.0,198.0,450.0,142.0,0.0083,0
RID-0310,Kibra,-1.2909917218411113,36.77186211442057,82.2,923.0,0.141,1.11,519.0,314.0,450.0,205.0,0.0142,0
RID-0311,Mathare,-1.2809382196536387,36.875733055050546,52.7,780.0,0.226,2.24,351.0,205.0,450.0,146.0,0.0541,0
RID-0312,Dagoretti,-1.26928591690674,36.7583790662133,91.4,1284.0,0.308,1.69,572.0,348.0,450.0,224.0,0.0111,0
RID-0313,Westlands,-1.2450790462838837,36.78486409822861,78.6,977.0,0.266,2.39,499.0,301.0,450.0,198.0,0.0326,0
RID-0314,Embakasi,-1.3384362133348369,36.93002667303911,86.3,1044.0,0.185,4.45,543.0,329.0,450.0,214.0,0.036,0
RID-0315,Njiru,-1.2564535967768427,36.9349833396709,67.0,1247.0,0.334,4.9,433.0,258.0,450.0,175.0,0.047,0
RID-0316,Makadara,-1.2734361171630189,36.87112460018801,99.2,794.0,0.328,2.66,617.0,377.0,450.0,240.0,0.0737,0
RID-0317,Mathare,-1.2508822445583678,36.90830004689802,95.6,1119.0,0.152,3.06,596.0,364.0,450.0,233.0,0.0147,0
RID-0318,Lang'ata,-1.362870364607603,36.78855680256163,88.8,882.0,0.11,7.12,557.0,338.0,450.0,219.0,0.1013,1
RID-0319,Dagoretti,-1.2918597375020582,36.749371845577265,78.1,974.0,0.285,1.67,496.0,299.0,450.0,197.0,0.0282,0
RID-0320,Kibra,-1.2844306314717493,36.79515671512579,88.7,1014.0,0.307,1.35,557.0,338.0,450.0,219.0,0.0232,0
RID-0321,Starehe,-1.2642340784190071,36.8464501467462,69.4,700.0,0.342,3.95,447.0,267.0,450.0,180.0,0.1726,0
RID-0322,Makadara,-1.3072990545908578,36.84321580665322,92.8,844.0,0.322,0.56,580.0,353.0,450.0,227.0,0.0316,0
RID-0323,Makadara,-1.3208961838804207,36.820672868212476,104.7,1270.0,0.25,2.38,649.0,398.0,450.0,251.0,0.0106,0
RID-0324,Kibra,-1.2738758574011935,36.762935832685564,96.1,1177.0,0.233,2.39,599.0,365.0,450.0,233.0,0.0138,0
RID-0325,Embakasi,-1.3144250724717155,36.89446373400222,69.1,987.0,0.107,2.89,445.0,266.0,450.0,179.0,0.0195,0
RID-0326,Kamukunji,-1.278851866043818,36.861314744250784,85.4,1049.0,0.162,3.77,538.0,326.0,450.0,212.0,0.0256,0
RID-0327,Starehe,-1.257790530232805,36.813338451228624,60.6,941.0,0.215,1.25,396.0,234.0,450.0,162.0,0.0216,0
RID-0328,Starehe,-1.2783424342757281,36.83065159900977,88.6,1271.0,0.257,3.0,556.0,338.0,450.0,218.0,0.0147,0
RID-0329,Mathare,-1.2649738225236709,36.8971469115204,86.8,960.0,0.239,1.14,546.0,331.0,450.0,215.0,0.0192,0
RID-0330,Kibra,-1.3051805009672348,36.799697555720996,52.0,1046.0,0.286,1.27,347.0,202.0,450.0,145.0,0.0223,0
RID-0331,Kasarani,-1.2067423746266517,36.9234694771497,62.6,1229.0,0.17,4.6,408.0,242.0,450.0,166.0,0.0225,0
RID-0332,Kamukunji,-1.2813795688259257,36.81906336104088,75.8,845.0,0.241,2.32,483.0,290.0,450.0,193.0,0.0437,0
RID-0333,Westlands,-1.2570062409649472,36.78697286212416,75.5,1312.0,0.122,1.67,481.0,289.0,450.0,192.0,0.0048,0
RID-0334,Dagoretti,-1.3035723336349951,36.755727280375105,61.9,694.0,0.203,0.8,403.0,239.0,450.0,165.0,0.0378,1
RID-0335,Westlands,-1.2402343385713273,36.80042543153472,85.8,1326.0,0.288,0.85,540.0,328.0,450.0,213.0,0.0068,0
RID-0336,Westlands,-1.2588233397480206,36.8340442988927,83.8,925.0,0.273,2.57,529.0,320.0,450.0,209.0,0.0409,0
RID-0337,Njiru,-1.2451849364102285,36.9920336622836,77.1,951.0,0.348,11.29,490.0,295.0,450.0,195.0,0.5452,1
RID-0338,Makadara,-1.2886898070873691,36.82478474481688,68.7,622.0,0.169,2.14,442.0,264.0,450.0,178.0,0.0615,0
RID-0339,Mathare,-1.2449331675779094,36.87262316769766,95.7,909.0,0.225,2.9,597.0,364.0,450.0,233.0,0.0367,0
RID-0340,Dagoretti,-1.2672049449183451,36.7574636270254,104.8,792.0,0.182,1.5,649.0,398.0,450.0,251.0,0.0262,0
RID-0341,Mathare,-1.2627691196796755,36.84051403527422,72.7,878.0,0.21,3.37,466.0,279.0,450.0,187.0,0.0496,0
RID-0342,Mathare,-1.2641804651457205,36.847989590915816,70.8,973.0,0.314,4.08,455.0,272.0,450.0,183.0,0.0739,0
RID-0343,Lang'ata,-1.3616104689960946,36.781771568088416,87.4,1192.0,0.271,6.83,549.0,333.0,450.0,216.0,0.0728,1
RID-0344,Mathare,-1.226601909912972,36.87289343059646,74.6,1042.0,0.321,1.44,476.0,286.0,450.0,190.0,0.025,0
RID-0345,Mathare,-1.2839176612407037,36.87389205336441,77.9,1062.0,0.151,2.55,495.0,298.0,450.0,197.0,0.016,0
RID-0346,Starehe,-1.251067370267087,36.81280434191361,91.1,781.0,0.318,1.42,571.0,347.0,450.0,223.0,0.0508,0
RID-0347,Makadara,-1.3026803433334584,36.86029376389458,51.4,824.0,0.115,1.99,343.0,200.0,450.0,143.0,0.0271,0
RID-0348,Westlands,-1.2806979662616447,36.812965608676876,99.8,1360.0,0.322,1.89,620.0,379.0,450.0,241.0,0.0095,0
RID-0349,Kasarani,-1.2224189629721556,36.90839064887814,81.1,853.0,0.182,2.6,513.0,310.0,450.0,203.0,0.0353,0
RID-0350,Makadara,-1.317749843556042,36.85125083399353,73.8,1331.0,0.179,0.94,472.0,283.0,450.0,189.0,0.0045,0
RID-0351,Starehe,-1.2605523728434445,36.81754333695817,78.7,951.0,0.228,1.55,499.0,301.0,450.0,198.0,0.0225,0
RID-0352,Njiru,-1.2154607229753318,36.932007276287706,79.4,1000.0,0.335,5.28,504.0,304.0,450.0,200.0,0.1047,0
RID-0353,Makadara,-1.2955063054849623,36.87865181663746,54.0,1214.0,0.112,2.92,359.0,210.0,450.0,149.0,0.0106,0
RID-0354,Lang'ata,-1.3783673146586608,36.73478382376039,102.4,1254.0,0.188,6.16,635.0,389.0,450.0,246.0,0.0314,0
RID-0355,Westlands,-1.2955131262914017,36.82525168206854,80.6,978.0,0.314,1.51,511.0,308.0,450.0,202.0,0.0295,0
RID-0356,Makadara,-1.311037162917849,36.911163985713365,86.6,922.0,0.199,3.99,545.0,331.0,450.0,215.0,0.0476,0
RID-0357,Westlands,-1.2762849519731476,36.80369102606394,94.3,989.0,0.15,1.32,589.0,359.0,450.0,230.0,0.0121,0
RID-0358,Starehe,-1.2441578009486425,36.865121857763185,64.7,1068.0,0.206,3.31,420.0,249.0,450.0,170.0,0.0278,0
RID-0359,Embakasi,-1.268769928467272,36.92416732461186,87.1,1178.0,0.196,3.32,548.0,332.0,450.0,215.0,0.0169,0
RID-0360,Starehe,-1.2545187494837706,36.836850538984024,76.0,1001.0,0.329,2.44,484.0,291.0,450.0,193.0,0.041,0
RID-0361,Kasarani,-1.2044327784766673,36.88897628567343,92.7,1124.0,0.29,2.0,580.0,353.0,450.0,227.0,0.0188,0
RID-0362,Makadara,-1.3163639776684462,36.85993251085178,48.1,1328.0,0.226,0.69,325.0,188.0,450.0,137.0,0.0059,0
RID-0363,Mathare,-1.2634036924504985,36.85593543901346,78.5,1076.0,0.347,4.53,499.0,301.0,450.0,198.0,0.0697,0
RID-0364,Starehe,-1.2610722510508656,36.844106104171416,71.0,1062.0,0.216,3.52,455.0,273.0,450.0,183.0,0.0308,0
RID-0365,Embakasi,-1.308231862274163,36.9295506016211,86.5,696.0,0.115,5.33,544.0,330.0,450.0,214.0,0.1013,0
RID-0366,Kasarani,-1.24283378228267,36.8961268108144,87.1,474.0,0.166,2.63,547.0,332.0,450.0,215.0,0.1006,0
RID-0367,Embakasi,-1.3243364464120562,36.86266926765854,69.4,1078.0,0.209,0.55,446.0,267.0,450.0,180.0,0.0103,0
RID-0368,Embakasi,-1.311653613716854,36.89756504983233,69.3,981.0,0.139,3.26,446.0,266.0,450.0,180.0,0.0261,0
RID-0369,Lang'ata,-1.3197310051351574,36.7826162336911,78.3,897.0,0.337,2.39,498.0,300.0,450.0,198.0,0.0567,0
RID-0370,Westlands,-1.285483736486584,36.83708185132668,66.6,1049.0,0.292,2.18,430.0,256.0,450.0,174.0,0.0289,0
RID-0371,Dagoretti,-1.2685793260894929,36.755641954069375,92.6,988.0,0.167,1.39,579.0,353.0,450.0,227.0,0.0135,0
RID-0372,Westlands,-1.2695296819769966,36.78081121526553,74.5,1226.0,0.248,2.19,475.0,286.0,450.0,190.0,0.0132,0
RID-0373,Dagoretti,-1.300444135521421,36.765774972394084,36.4,1017.0,0.28,0.42,258.0,145.0,450.0,113.0,0.0193,0
RID-0374,Makadara,-1.2623082738813078,36.890864870565444,74.4,851.0,0.335,1.48,475.0,285.0,450.0,190.0,0.0489,0
RID-0375,Westlands,-1.2747769884357254,36.777607651334215,64.4,1198.0,0.32,2.72,418.0,248.0,450.0,170.0,0.025,0
RID-0376,Kasarani,-1.2171822750617758,36.86463121268874,55.5,957.0,0.229,2.33,367.0,215.0,450.0,152.0,0.0324,0
RID-0377,Njiru,-1.2435366457163044,36.93704794827402,61.4,1105.0,0.294,5.84,401.0,237.0,450.0,164.0,0.0846,1
RID-0378,Westlands,-1.2743207300373647,36.768105938654664,81.6,905.0,0.241,2.91,517.0,312.0,450.0,204.0,0.0429,0
RID-0379,Kamukunji,-1.2747279978686057,36.83434598320676,99.9,870.0,0.238,3.37,621.0,380.0,450.0,241.0,0.0503,0
RID-0380,Kibra,-1.3383983367142056,36.72755475573437,84.7,1017.0,0.129,1.71,534.0,323.0,450.0,211.0,0.0121,0
RID-0381,Dagoretti,-1.2935502981010127,36.77944503193339,70.9,1003.0,0.132,1.17,455.0,272.0,450.0,183.0,0.0114,0
RID-0382,Makadara,-1.2667748157090426,36.85085807486828,86.8,1096.0,0.232,4.51,546.0,331.0,450.0,215.0,0.0384,0
RID-0383,Makadara,-1.3120442412072357,36.8693754851215,73.1,946.0,0.167,1.01,468.0,281.0,450.0,187.0,0.0149,0
RID-0384,Njiru,-1.2699677087837657,36.946035837996384,69.6,633.0,0.105,5.7,448.0,267.0,450.0,180.0,0.1411,1
RID-0385,Kamukunji,-1.269678394432306,36.86953866447769,62.7,913.0,0.281,2.89,408.0,242.0,450.0,166.0,0.054,0
RID-0386,Kamukunji,-1.287003081529599,36.84092652499646,53.7,1159.0,0.108,2.11,357.0,209.0,450.0,148.0,0.0094,0
RID-0387,Kibra,-1.3325596517351312,36.7684623929192,74.2,941.0,0.249,3.53,474.0,284.0,450.0,189.0,0.0508,0
RID-0388,Lang'ata,-1.3545295778380306,36.77734731013633,82.4,951.0,0.235,5.98,521.0,315.0,450.0,206.0,0.0991,0
RID-0389,Kamukunji,-1.2667283074753348,36.828936420986395,78.6,1197.0,0.342,2.79,499.0,301.0,450.0,198.0,0.0263,0
RID-0390,Kamukunji,-1.2551462286208095,36.839577527979145,73.8,858.0,0.221,2.72,471.0,283.0,450.0,189.0,0.0444,0
RID-0391,Embakasi,-1.3104273458869689,36.88505576641704,65.8,691.0,0.116,2.47,426.0,254.0,450.0,173.0,0.0449,0
RID-0392,Mathare,-1.3084848052054587,36.882680907927224,89.1,968.0,0.238,2.35,559.0,340.0,450.0,220.0,0.0278,0
RID-0393,Kasarani,-1.2052631220581513,36.894373448857635,60.2,903.0,0.31,2.13,394.0,233.0,450.0,161.0,0.0497,0
RID-0394,Kamukunji,-1.2836601856555026,36.85531878435408,91.6,807.0,0.349,3.28,574.0,349.0,450.0,225.0,0.0975,0
RID-0395,Kasarani,-1.2512509171377308,36.88941894645307,65.0,965.0,0.208,2.71,421.0,250.0,450.0,171.0,0.0313,0
RID-0396,Embakasi,-1.2941147064075635,36.87491421153661,68.7,1098.0,0.18,3.08,443.0,264.0,450.0,178.0,0.0204,0
RID-0397,Njiru,-1.2441288413566673,36.91286836390753,58.0,998.0,0.327,3.96,381.0,225.0,450.0,157.0,0.0737,0
RID-0398,Mathare,-1.2506714003513295,36.864287170354054,72.5,1061.0,0.148,3.93,464.0,278.0,450.0,186.0,0.0261,0
RID-0399,Kamukunji,-1.3173026363181102,36.86829478708914,94.6,1363.0,0.254,0.47,591.0,360.0,450.0,231.0,0.0044,0
RID-0400,Kamukunji,-1.299691831535961,36.82879495125971,87.7,931.0,0.201,0.91,551.0,335.0,450.0,217.0,0.0163,0
